id,sd,ed,nd
1999-18,1999-06-21,1999-06-30,10
1999-19,1999-07-01,1999-07-10,10
1999-20,1999-07-11,1999-07-20,10
1999-21,1999-07-21,1999-07-31,11
1999-22,1999-08-01,1999-08-10,10
1999-23,1999-08-11,1999-08-20,10
1999-24,1999-08-21,1999-08-31,11
1999-25,1999-09-01,1999-09-10,10
1999-26,1999-09-11,1999-09-20,10
1999-27,1999-09-21,1999-09-30,10
1999-28,1999-10-01,1999-10-10,10
1999-29,1999-10-11,1999-10-20,10
1999-30,1999-10-21,1999-10-31,11
1999-31,1999-11-01,1999-11-10,10
1999-32,1999-11-11,1999-11-20,10
1999-33,1999-11-21,1999-11-30,10
1999-34,1999-12-01,1999-12-10,10
1999-35,1999-12-11,1999-12-20,10
1999-36,1999-12-21,1999-12-31,11
2000-1,2000-01-01,2000-01-10,10
2000-2,2000-01-11,2000-01-20,10
2000-3,2000-01-21,2000-01-31,11
2000-4,2000-02-01,2000-02-10,10
2000-5,2000-02-11,2000-02-20,10
2000-6,2000-02-21,2000-02-29,9
2000-7,2000-03-01,2000-03-10,10
2000-8,2000-03-11,2000-03-20,10
2000-9,2000-03-21,2000-03-31,11
2000-10,2000-04-01,2000-04-10,10
2000-11,2000-04-11,2000-04-20,10
2000-12,2000-04-21,2000-04-30,10
2000-13,2000-05-01,2000-05-10,10
2000-14,2000-05-11,2000-05-20,10
2000-15,2000-05-21,2000-05-31,11
2000-16,2000-06-01,2000-06-10,10
2000-17,2000-06-11,2000-06-20,10
2000-18,2000-06-21,2000-06-30,10
2000-19,2000-07-01,2000-07-10,10
2000-20,2000-07-11,2000-07-20,10
2000-21,2000-07-21,2000-07-31,11
2000-22,2000-08-01,2000-08-10,10
2000-23,2000-08-11,2000-08-20,10
2000-24,2000-08-21,2000-08-31,11
2000-25,2000-09-01,2000-09-10,10
2000-26,2000-09-11,2000-09-20,10
2000-27,2000-09-21,2000-09-30,10
2000-28,2000-10-01,2000-10-10,10
2000-29,2000-10-11,2000-10-20,10
2000-30,2000-10-21,2000-10-31,11
2000-31,2000-11-01,2000-11-10,10
2000-32,2000-11-11,2000-11-20,10
2000-33,2000-11-21,2000-11-30,10
2000-34,2000-12-01,2000-12-10,10
2000-35,2000-12-11,2000-12-20,10
2000-36,2000-12-21,2000-12-31,11
2001-1,2001-01-01,2001-01-10,10
2001-2,2001-01-11,2001-01-20,10
2001-3,2001-01-21,2001-01-31,11
2001-4,2001-02-01,2001-02-10,10
2001-5,2001-02-11,2001-02-20,10
2001-6,2001-02-21,2001-02-28,8
2001-7,2001-03-01,2001-03-10,10
2001-8,2001-03-11,2001-03-20,10
2001-9,2001-03-21,2001-03-31,11
2001-10,2001-04-01,2001-04-10,10
2001-11,2001-04-11,2001-04-20,10
2001-12,2001-04-21,2001-04-30,10
2001-13,2001-05-01,2001-05-10,10
2001-14,2001-05-11,2001-05-20,10
2001-15,2001-05-21,2001-05-31,11
2001-16,2001-06-01,2001-06-10,10
2001-17,2001-06-11,2001-06-20,10
2001-18,2001-06-21,2001-06-30,10
2001-19,2001-07-01,2001-07-10,10
2001-20,2001-07-11,2001-07-20,10
2001-21,2001-07-21,2001-07-31,11
2001-22,2001-08-01,2001-08-10,10
2001-23,2001-08-11,2001-08-20,10
2001-24,2001-08-21,2001-08-31,11
2001-25,2001-09-01,2001-09-10,10
2001-26,2001-09-11,2001-09-20,10
2001-27,2001-09-21,2001-09-30,10
2001-28,2001-10-01,2001-10-10,10
2001-29,2001-10-11,2001-10-20,10
2001-30,2001-10-21,2001-10-31,11
2001-31,2001-11-01,2001-11-10,10
2001-32,2001-11-11,2001-11-20,10
2001-33,2001-11-21,2001-11-30,10
2001-34,2001-12-01,2001-12-10,10
2001-35,2001-12-11,2001-12-20,10
2001-36,2001-12-21,2001-12-31,11
2002-1,2002-01-01,2002-01-10,10
2002-2,2002-01-11,2002-01-20,10
2002-3,2002-01-21,2002-01-31,11
2002-4,2002-02-01,2002-02-10,10
2002-5,2002-02-11,2002-02-20,10
2002-6,2002-02-21,2002-02-28,8
2002-7,2002-03-01,2002-03-10,10
2002-8,2002-03-11,2002-03-20,10
2002-9,2002-03-21,2002-03-31,11
2002-10,2002-04-01,2002-04-10,10
2002-11,2002-04-11,2002-04-20,10
2002-12,2002-04-21,2002-04-30,10
2002-13,2002-05-01,2002-05-10,10
2002-14,2002-05-11,2002-05-20,10
2002-15,2002-05-21,2002-05-31,11
2002-16,2002-06-01,2002-06-10,10
2002-17,2002-06-11,2002-06-20,10
2002-18,2002-06-21,2002-06-30,10
2002-19,2002-07-01,2002-07-10,10
2002-20,2002-07-11,2002-07-20,10
2002-21,2002-07-21,2002-07-31,11
2002-22,2002-08-01,2002-08-10,10
2002-23,2002-08-11,2002-08-20,10
2002-24,2002-08-21,2002-08-31,11
2002-25,2002-09-01,2002-09-10,10
2002-26,2002-09-11,2002-09-20,10
2002-27,2002-09-21,2002-09-30,10
2002-28,2002-10-01,2002-10-10,10
2002-29,2002-10-11,2002-10-20,10
2002-30,2002-10-21,2002-10-31,11
2002-31,2002-11-01,2002-11-10,10
2002-32,2002-11-11,2002-11-20,10
2002-33,2002-11-21,2002-11-30,10
2002-34,2002-12-01,2002-12-10,10
2002-35,2002-12-11,2002-12-20,10
2002-36,2002-12-21,2002-12-31,11
2003-1,2003-01-01,2003-01-10,10
2003-2,2003-01-11,2003-01-20,10
2003-3,2003-01-21,2003-01-31,11
2003-4,2003-02-01,2003-02-10,10
2003-5,2003-02-11,2003-02-20,10
2003-6,2003-02-21,2003-02-28,8
2003-7,2003-03-01,2003-03-10,10
2003-8,2003-03-11,2003-03-20,10
2003-9,2003-03-21,2003-03-31,11
2003-10,2003-04-01,2003-04-10,10
2003-11,2003-04-11,2003-04-20,10
2003-12,2003-04-21,2003-04-30,10
2003-13,2003-05-01,2003-05-10,10
2003-14,2003-05-11,2003-05-20,10
2003-15,2003-05-21,2003-05-31,11
2003-16,2003-06-01,2003-06-10,10
2003-17,2003-06-11,2003-06-20,10
2003-18,2003-06-21,2003-06-30,10
2003-19,2003-07-01,2003-07-10,10
2003-20,2003-07-11,2003-07-20,10
2003-21,2003-07-21,2003-07-31,11
2003-22,2003-08-01,2003-08-10,10
2003-23,2003-08-11,2003-08-20,10
2003-24,2003-08-21,2003-08-31,11
2003-25,2003-09-01,2003-09-10,10
2003-26,2003-09-11,2003-09-20,10
2003-27,2003-09-21,2003-09-30,10
2003-28,2003-10-01,2003-10-10,10
2003-29,2003-10-11,2003-10-20,10
2003-30,2003-10-21,2003-10-31,11
2003-31,2003-11-01,2003-11-10,10
2003-32,2003-11-11,2003-11-20,10
2003-33,2003-11-21,2003-11-30,10
2003-34,2003-12-01,2003-12-10,10
2003-35,2003-12-11,2003-12-20,10
2003-36,2003-12-21,2003-12-31,11
2004-1,2004-01-01,2004-01-10,10
2004-2,2004-01-11,2004-01-20,10
2004-3,2004-01-21,2004-01-31,11
2004-4,2004-02-01,2004-02-10,10
2004-5,2004-02-11,2004-02-20,10
2004-6,2004-02-21,2004-02-29,9
2004-7,2004-03-01,2004-03-10,10
2004-8,2004-03-11,2004-03-20,10
2004-9,2004-03-21,2004-03-31,11
2004-10,2004-04-01,2004-04-10,10
2004-11,2004-04-11,2004-04-20,10
2004-12,2004-04-21,2004-04-30,10
2004-13,2004-05-01,2004-05-10,10
2004-14,2004-05-11,2004-05-20,10
2004-15,2004-05-21,2004-05-31,11
2004-16,2004-06-01,2004-06-10,10
2004-17,2004-06-11,2004-06-20,10
2004-18,2004-06-21,2004-06-30,10
2004-19,2004-07-01,2004-07-10,10
2004-20,2004-07-11,2004-07-20,10
2004-21,2004-07-21,2004-07-31,11
2004-22,2004-08-01,2004-08-10,10
2004-23,2004-08-11,2004-08-20,10
2004-24,2004-08-21,2004-08-31,11
2004-25,2004-09-01,2004-09-10,10
2004-26,2004-09-11,2004-09-20,10
2004-27,2004-09-21,2004-09-30,10
2004-28,2004-10-01,2004-10-10,10
2004-29,2004-10-11,2004-10-20,10
2004-30,2004-10-21,2004-10-31,11
2004-31,2004-11-01,2004-11-10,10
2004-32,2004-11-11,2004-11-20,10
2004-33,2004-11-21,2004-11-30,10
2004-34,2004-12-01,2004-12-10,10
2004-35,2004-12-11,2004-12-20,10
2004-36,2004-12-21,2004-12-31,11
2005-1,2005-01-01,2005-01-10,10
2005-2,2005-01-11,2005-01-20,10
2005-3,2005-01-21,2005-01-31,11
2005-4,2005-02-01,2005-02-10,10
2005-5,2005-02-11,2005-02-20,10
2005-6,2005-02-21,2005-02-28,8
2005-7,2005-03-01,2005-03-10,10
2005-8,2005-03-11,2005-03-20,10
2005-9,2005-03-21,2005-03-31,11
2005-10,2005-04-01,2005-04-10,10
2005-11,2005-04-11,2005-04-20,10
2005-12,2005-04-21,2005-04-30,10
2005-13,2005-05-01,2005-05-10,10
2005-14,2005-05-11,2005-05-20,10
2005-15,2005-05-21,2005-05-31,11
2005-16,2005-06-01,2005-06-10,10
2005-17,2005-06-11,2005-06-20,10
2005-18,2005-06-21,2005-06-30,10
2005-19,2005-07-01,2005-07-10,10
2005-20,2005-07-11,2005-07-20,10
2005-21,2005-07-21,2005-07-31,11
2005-22,2005-08-01,2005-08-10,10
2005-23,2005-08-11,2005-08-20,10
2005-24,2005-08-21,2005-08-31,11
2005-25,2005-09-01,2005-09-10,10
2005-26,2005-09-11,2005-09-20,10
2005-27,2005-09-21,2005-09-30,10
2005-28,2005-10-01,2005-10-10,10
2005-29,2005-10-11,2005-10-20,10
2005-30,2005-10-21,2005-10-31,11
2005-31,2005-11-01,2005-11-10,10
2005-32,2005-11-11,2005-11-20,10
2005-33,2005-11-21,2005-11-30,10
2005-34,2005-12-01,2005-12-10,10
2005-35,2005-12-11,2005-12-20,10
2005-36,2005-12-21,2005-12-31,11
2006-1,2006-01-01,2006-01-10,10
2006-2,2006-01-11,2006-01-20,10
2006-3,2006-01-21,2006-01-31,11
2006-4,2006-02-01,2006-02-10,10
2006-5,2006-02-11,2006-02-20,10
2006-6,2006-02-21,2006-02-28,8
2006-7,2006-03-01,2006-03-10,10
2006-8,2006-03-11,2006-03-20,10
2006-9,2006-03-21,2006-03-31,11
2006-10,2006-04-01,2006-04-10,10
2006-11,2006-04-11,2006-04-20,10
2006-12,2006-04-21,2006-04-30,10
2006-13,2006-05-01,2006-05-10,10
2006-14,2006-05-11,2006-05-20,10
2006-15,2006-05-21,2006-05-31,11
2006-16,2006-06-01,2006-06-10,10
2006-17,2006-06-11,2006-06-20,10
2006-18,2006-06-21,2006-06-30,10
2006-19,2006-07-01,2006-07-10,10
2006-20,2006-07-11,2006-07-20,10
2006-21,2006-07-21,2006-07-31,11
2006-22,2006-08-01,2006-08-10,10
2006-23,2006-08-11,2006-08-20,10
2006-24,2006-08-21,2006-08-31,11
2006-25,2006-09-01,2006-09-10,10
2006-26,2006-09-11,2006-09-20,10
2006-27,2006-09-21,2006-09-30,10
2006-28,2006-10-01,2006-10-10,10
2006-29,2006-10-11,2006-10-20,10
2006-30,2006-10-21,2006-10-31,11
2006-31,2006-11-01,2006-11-10,10
2006-32,2006-11-11,2006-11-20,10
2006-33,2006-11-21,2006-11-30,10
2006-34,2006-12-01,2006-12-10,10
2006-35,2006-12-11,2006-12-20,10
2006-36,2006-12-21,2006-12-31,11
2007-1,2007-01-01,2007-01-10,10
2007-2,2007-01-11,2007-01-20,10
2007-3,2007-01-21,2007-01-31,11
2007-4,2007-02-01,2007-02-10,10
2007-5,2007-02-11,2007-02-20,10
2007-6,2007-02-21,2007-02-28,8
2007-7,2007-03-01,2007-03-10,10
2007-8,2007-03-11,2007-03-20,10
2007-9,2007-03-21,2007-03-31,11
2007-10,2007-04-01,2007-04-10,10
2007-11,2007-04-11,2007-04-20,10
2007-12,2007-04-21,2007-04-30,10
2007-13,2007-05-01,2007-05-10,10
2007-14,2007-05-11,2007-05-20,10
2007-15,2007-05-21,2007-05-31,11
2007-16,2007-06-01,2007-06-10,10
2007-17,2007-06-11,2007-06-20,10
2007-18,2007-06-21,2007-06-30,10
2007-19,2007-07-01,2007-07-10,10
2007-20,2007-07-11,2007-07-20,10
2007-21,2007-07-21,2007-07-31,11
2007-22,2007-08-01,2007-08-10,10
2007-23,2007-08-11,2007-08-20,10
2007-24,2007-08-21,2007-08-31,11
2007-25,2007-09-01,2007-09-10,10
2007-26,2007-09-11,2007-09-20,10
2007-27,2007-09-21,2007-09-30,10
2007-28,2007-10-01,2007-10-10,10
2007-29,2007-10-11,2007-10-20,10
2007-30,2007-10-21,2007-10-31,11
2007-31,2007-11-01,2007-11-10,10
2007-32,2007-11-11,2007-11-20,10
2007-33,2007-11-21,2007-11-30,10
2007-34,2007-12-01,2007-12-10,10
2007-35,2007-12-11,2007-12-20,10
2007-36,2007-12-21,2007-12-31,11
2008-1,2008-01-01,2008-01-10,10
2008-2,2008-01-11,2008-01-20,10
2008-3,2008-01-21,2008-01-31,11
2008-4,2008-02-01,2008-02-10,10
2008-5,2008-02-11,2008-02-20,10
2008-6,2008-02-21,2008-02-29,9
2008-7,2008-03-01,2008-03-10,10
2008-8,2008-03-11,2008-03-20,10
2008-9,2008-03-21,2008-03-31,11
2008-10,2008-04-01,2008-04-10,10
2008-11,2008-04-11,2008-04-20,10
2008-12,2008-04-21,2008-04-30,10
2008-13,2008-05-01,2008-05-10,10
2008-14,2008-05-11,2008-05-20,10
2008-15,2008-05-21,2008-05-31,11
2008-16,2008-06-01,2008-06-10,10
2008-17,2008-06-11,2008-06-20,10
2008-18,2008-06-21,2008-06-30,10
2008-19,2008-07-01,2008-07-10,10
2008-20,2008-07-11,2008-07-20,10
2008-21,2008-07-21,2008-07-31,11
2008-22,2008-08-01,2008-08-10,10
2008-23,2008-08-11,2008-08-20,10
2008-24,2008-08-21,2008-08-31,11
2008-25,2008-09-01,2008-09-10,10
2008-26,2008-09-11,2008-09-20,10
2008-27,2008-09-21,2008-09-30,10
2008-28,2008-10-01,2008-10-10,10
2008-29,2008-10-11,2008-10-20,10
2008-30,2008-10-21,2008-10-31,11
2008-31,2008-11-01,2008-11-10,10
2008-32,2008-11-11,2008-11-20,10
2008-33,2008-11-21,2008-11-30,10
2008-34,2008-12-01,2008-12-10,10
2008-35,2008-12-11,2008-12-20,10
2008-36,2008-12-21,2008-12-31,11
2009-1,2009-01-01,2009-01-10,10
2009-2,2009-01-11,2009-01-20,10
2009-3,2009-01-21,2009-01-31,11
2009-4,2009-02-01,2009-02-10,10
2009-5,2009-02-11,2009-02-20,10
2009-6,2009-02-21,2009-02-28,8
2009-7,2009-03-01,2009-03-10,10
2009-8,2009-03-11,2009-03-20,10
2009-9,2009-03-21,2009-03-31,11
2009-10,2009-04-01,2009-04-10,10
2009-11,2009-04-11,2009-04-20,10
2009-12,2009-04-21,2009-04-30,10
2009-13,2009-05-01,2009-05-10,10
2009-14,2009-05-11,2009-05-20,10
2009-15,2009-05-21,2009-05-31,11
2009-16,2009-06-01,2009-06-10,10
2009-17,2009-06-11,2009-06-20,10
2009-18,2009-06-21,2009-06-30,10
2009-19,2009-07-01,2009-07-10,10
2009-20,2009-07-11,2009-07-20,10
2009-21,2009-07-21,2009-07-31,11
2009-22,2009-08-01,2009-08-10,10
2009-23,2009-08-11,2009-08-20,10
2009-24,2009-08-21,2009-08-31,11
2009-25,2009-09-01,2009-09-10,10
2009-26,2009-09-11,2009-09-20,10
2009-27,2009-09-21,2009-09-30,10
2009-28,2009-10-01,2009-10-10,10
2009-29,2009-10-11,2009-10-20,10
2009-30,2009-10-21,2009-10-31,11
2009-31,2009-11-01,2009-11-10,10
2009-32,2009-11-11,2009-11-20,10
2009-33,2009-11-21,2009-11-30,10
2009-34,2009-12-01,2009-12-10,10
2009-35,2009-12-11,2009-12-20,10
2009-36,2009-12-21,2009-12-31,11
2010-1,2010-01-01,2010-01-10,10
2010-2,2010-01-11,2010-01-20,10
2010-3,2010-01-21,2010-01-31,11
2010-4,2010-02-01,2010-02-10,10
2010-5,2010-02-11,2010-02-20,10
2010-6,2010-02-21,2010-02-28,8
2010-7,2010-03-01,2010-03-10,10
2010-8,2010-03-11,2010-03-20,10
2010-9,2010-03-21,2010-03-31,11
2010-10,2010-04-01,2010-04-10,10
2010-11,2010-04-11,2010-04-20,10
2010-12,2010-04-21,2010-04-30,10
2010-13,2010-05-01,2010-05-10,10
2010-14,2010-05-11,2010-05-20,10
2010-15,2010-05-21,2010-05-31,11
2010-16,2010-06-01,2010-06-10,10
2010-17,2010-06-11,2010-06-20,10
2010-18,2010-06-21,2010-06-30,10
2010-19,2010-07-01,2010-07-10,10
2010-20,2010-07-11,2010-07-20,10
2010-21,2010-07-21,2010-07-31,11
2010-22,2010-08-01,2010-08-10,10
2010-23,2010-08-11,2010-08-20,10
2010-24,2010-08-21,2010-08-31,11
2010-25,2010-09-01,2010-09-10,10
2010-26,2010-09-11,2010-09-20,10
2010-27,2010-09-21,2010-09-30,10
2010-28,2010-10-01,2010-10-10,10
2010-29,2010-10-11,2010-10-20,10
2010-30,2010-10-21,2010-10-31,11
2010-31,2010-11-01,2010-11-10,10
2010-32,2010-11-11,2010-11-20,10
2010-33,2010-11-21,2010-11-30,10
2010-34,2010-12-01,2010-12-10,10
2010-35,2010-12-11,2010-12-20,10
2010-36,2010-12-21,2010-12-31,11
2011-1,2011-01-01,2011-01-10,10
2011-2,2011-01-11,2011-01-20,10
2011-3,2011-01-21,2011-01-31,11
2011-4,2011-02-01,2011-02-10,10
2011-5,2011-02-11,2011-02-20,10
2011-6,2011-02-21,2011-02-28,8
2011-7,2011-03-01,2011-03-10,10
2011-8,2011-03-11,2011-03-20,10
2011-9,2011-03-21,2011-03-31,11
2011-10,2011-04-01,2011-04-10,10
2011-11,2011-04-11,2011-04-20,10
2011-12,2011-04-21,2011-04-30,10
2011-13,2011-05-01,2011-05-10,10
2011-14,2011-05-11,2011-05-20,10
2011-15,2011-05-21,2011-05-31,11
2011-16,2011-06-01,2011-06-10,10
2011-17,2011-06-11,2011-06-20,10
2011-18,2011-06-21,2011-06-30,10
2011-19,2011-07-01,2011-07-10,10
2011-20,2011-07-11,2011-07-20,10
2011-21,2011-07-21,2011-07-31,11
2011-22,2011-08-01,2011-08-10,10
2011-23,2011-08-11,2011-08-20,10
2011-24,2011-08-21,2011-08-31,11
2011-25,2011-09-01,2011-09-10,10
2011-26,2011-09-11,2011-09-20,10
2011-27,2011-09-21,2011-09-30,10
2011-28,2011-10-01,2011-10-10,10
2011-29,2011-10-11,2011-10-20,10
2011-30,2011-10-21,2011-10-31,11
2011-31,2011-11-01,2011-11-10,10
2011-32,2011-11-11,2011-11-20,10
2011-33,2011-11-21,2011-11-30,10
2011-34,2011-12-01,2011-12-10,10
2011-35,2011-12-11,2011-12-20,10
2011-36,2011-12-21,2011-12-31,11
2012-1,2012-01-01,2012-01-10,10
2012-2,2012-01-11,2012-01-20,10
2012-3,2012-01-21,2012-01-31,11
2012-4,2012-02-01,2012-02-10,10
2012-5,2012-02-11,2012-02-20,10
2012-6,2012-02-21,2012-02-29,9
2012-7,2012-03-01,2012-03-10,10
2012-8,2012-03-11,2012-03-20,10
2012-9,2012-03-21,2012-03-31,11
2012-10,2012-04-01,2012-04-10,10
2012-11,2012-04-11,2012-04-20,10
2012-12,2012-04-21,2012-04-30,10
2012-13,2012-05-01,2012-05-10,10
2012-14,2012-05-11,2012-05-20,10
2012-15,2012-05-21,2012-05-31,11
2012-16,2012-06-01,2012-06-10,10
2012-17,2012-06-11,2012-06-20,10
2012-18,2012-06-21,2012-06-30,10
2012-19,2012-07-01,2012-07-10,10
2012-20,2012-07-11,2012-07-20,10
2012-21,2012-07-21,2012-07-31,11
2012-22,2012-08-01,2012-08-10,10
2012-23,2012-08-11,2012-08-20,10
2012-24,2012-08-21,2012-08-31,11
2012-25,2012-09-01,2012-09-10,10
2012-26,2012-09-11,2012-09-20,10
2012-27,2012-09-21,2012-09-30,10
2012-28,2012-10-01,2012-10-10,10
2012-29,2012-10-11,2012-10-20,10
2012-30,2012-10-21,2012-10-31,11
2012-31,2012-11-01,2012-11-10,10
2012-32,2012-11-11,2012-11-20,10
2012-33,2012-11-21,2012-11-30,10
2012-34,2012-12-01,2012-12-10,10
2012-35,2012-12-11,2012-12-20,10
2012-36,2012-12-21,2012-12-31,11
2013-1,2013-01-01,2013-01-10,10
2013-2,2013-01-11,2013-01-20,10
2013-3,2013-01-21,2013-01-31,11
2013-4,2013-02-01,2013-02-10,10
2013-5,2013-02-11,2013-02-20,10
2013-6,2013-02-21,2013-02-28,8
2013-7,2013-03-01,2013-03-10,10
2013-8,2013-03-11,2013-03-20,10
2013-9,2013-03-21,2013-03-31,11
2013-10,2013-04-01,2013-04-10,10
2013-11,2013-04-11,2013-04-20,10
2013-12,2013-04-21,2013-04-30,10
2013-13,2013-05-01,2013-05-10,10
2013-14,2013-05-11,2013-05-20,10
2013-15,2013-05-21,2013-05-31,11
2013-16,2013-06-01,2013-06-10,10
2013-17,2013-06-11,2013-06-20,10
2013-18,2013-06-21,2013-06-30,10
2013-19,2013-07-01,2013-07-10,10
2013-20,2013-07-11,2013-07-20,10
2013-21,2013-07-21,2013-07-31,11
2013-22,2013-08-01,2013-08-10,10
2013-23,2013-08-11,2013-08-20,10
2013-24,2013-08-21,2013-08-31,11
2013-25,2013-09-01,2013-09-10,10
2013-26,2013-09-11,2013-09-20,10
2013-27,2013-09-21,2013-09-30,10
2013-28,2013-10-01,2013-10-10,10
2013-29,2013-10-11,2013-10-20,10
2013-30,2013-10-21,2013-10-31,11
2013-31,2013-11-01,2013-11-10,10
2013-32,2013-11-11,2013-11-20,10
2013-33,2013-11-21,2013-11-30,10
2013-34,2013-12-01,2013-12-10,10
2013-35,2013-12-11,2013-12-20,10
2013-36,2013-12-21,2013-12-31,11
2014-1,2014-01-01,2014-01-10,10
2014-2,2014-01-11,2014-01-20,10
2014-3,2014-01-21,2014-01-31,11
2014-4,2014-02-01,2014-02-10,10
2014-5,2014-02-11,2014-02-20,10
2014-6,2014-02-21,2014-02-28,8
2014-7,2014-03-01,2014-03-10,10
2014-8,2014-03-11,2014-03-20,10
2014-9,2014-03-21,2014-03-31,11
2014-10,2014-04-01,2014-04-10,10
2014-11,2014-04-11,2014-04-20,10
2014-12,2014-04-21,2014-04-30,10
2014-13,2014-05-01,2014-05-10,10
2014-14,2014-05-11,2014-05-20,10
2014-15,2014-05-21,2014-05-31,11
2014-16,2014-06-01,2014-06-10,10
2014-17,2014-06-11,2014-06-20,10
2014-18,2014-06-21,2014-06-30,10
2014-19,2014-07-01,2014-07-10,10
2014-20,2014-07-11,2014-07-20,10
2014-21,2014-07-21,2014-07-31,11
2014-22,2014-08-01,2014-08-10,10
2014-23,2014-08-11,2014-08-20,10
2014-24,2014-08-21,2014-08-31,11
2014-25,2014-09-01,2014-09-10,10
2014-26,2014-09-11,2014-09-20,10
2014-27,2014-09-21,2014-09-30,10
2014-28,2014-10-01,2014-10-10,10
2014-29,2014-10-11,2014-10-20,10
2014-30,2014-10-21,2014-10-31,11
2014-31,2014-11-01,2014-11-10,10
2014-32,2014-11-11,2014-11-20,10
2014-33,2014-11-21,2014-11-30,10
2014-34,2014-12-01,2014-12-10,10
2014-35,2014-12-11,2014-12-20,10
2014-36,2014-12-21,2014-12-31,11
2015-1,2015-01-01,2015-01-10,10
2015-2,2015-01-11,2015-01-20,10
2015-3,2015-01-21,2015-01-31,11
2015-4,2015-02-01,2015-02-10,10
2015-5,2015-02-11,2015-02-20,10
2015-6,2015-02-21,2015-02-28,8
2015-7,2015-03-01,2015-03-10,10
2015-8,2015-03-11,2015-03-20,10
2015-9,2015-03-21,2015-03-31,11
2015-10,2015-04-01,2015-04-10,10
2015-11,2015-04-11,2015-04-20,10
2015-12,2015-04-21,2015-04-30,10
2015-13,2015-05-01,2015-05-10,10
2015-14,2015-05-11,2015-05-20,10
2015-15,2015-05-21,2015-05-31,11
2015-16,2015-06-01,2015-06-10,10
2015-17,2015-06-11,2015-06-20,10
2015-18,2015-06-21,2015-06-30,10
2015-19,2015-07-01,2015-07-10,10
2015-20,2015-07-11,2015-07-20,10
2015-21,2015-07-21,2015-07-31,11
2015-22,2015-08-01,2015-08-10,10
2015-23,2015-08-11,2015-08-20,10
2015-24,2015-08-21,2015-08-31,11
2015-25,2015-09-01,2015-09-10,10
2015-26,2015-09-11,2015-09-20,10
2015-27,2015-09-21,2015-09-30,10
2015-28,2015-10-01,2015-10-10,10
2015-29,2015-10-11,2015-10-20,10
2015-30,2015-10-21,2015-10-31,11
2015-31,2015-11-01,2015-11-10,10
2015-32,2015-11-11,2015-11-20,10
2015-33,2015-11-21,2015-11-30,10
2015-34,2015-12-01,2015-12-10,10
2015-35,2015-12-11,2015-12-20,10
2015-36,2015-12-21,2015-12-31,11
2016-1,2016-01-01,2016-01-10,10
2016-2,2016-01-11,2016-01-20,10
2016-3,2016-01-21,2016-01-31,11
2016-4,2016-02-01,2016-02-10,10
2016-5,2016-02-11,2016-02-20,10
2016-6,2016-02-21,2016-02-29,9
2016-7,2016-03-01,2016-03-10,10
2016-8,2016-03-11,2016-03-20,10
2016-9,2016-03-21,2016-03-31,11
2016-10,2016-04-01,2016-04-10,10
2016-11,2016-04-11,2016-04-20,10
2016-12,2016-04-21,2016-04-30,10
2016-13,2016-05-01,2016-05-10,10
2016-14,2016-05-11,2016-05-20,10
2016-15,2016-05-21,2016-05-31,11
2016-16,2016-06-01,2016-06-10,10
2016-17,2016-06-11,2016-06-20,10
2016-18,2016-06-21,2016-06-30,10
2016-19,2016-07-01,2016-07-10,10
2016-20,2016-07-11,2016-07-20,10
2016-21,2016-07-21,2016-07-31,11
2016-22,2016-08-01,2016-08-10,10
2016-23,2016-08-11,2016-08-20,10
2016-24,2016-08-21,2016-08-31,11
2016-25,2016-09-01,2016-09-10,10
2016-26,2016-09-11,2016-09-20,10
2016-27,2016-09-21,2016-09-30,10
2016-28,2016-10-01,2016-10-10,10
2016-29,2016-10-11,2016-10-20,10
2016-30,2016-10-21,2016-10-31,11
2016-31,2016-11-01,2016-11-10,10
2016-32,2016-11-11,2016-11-20,10
2016-33,2016-11-21,2016-11-30,10
2016-34,2016-12-01,2016-12-10,10
2016-35,2016-12-11,2016-12-20,10
2016-36,2016-12-21,2016-12-31,11
2017-1,2017-01-01,2017-01-10,10
2017-2,2017-01-11,2017-01-20,10
2017-3,2017-01-21,2017-01-31,11
2017-4,2017-02-01,2017-02-10,10
2017-5,2017-02-11,2017-02-20,10
2017-6,2017-02-21,2017-02-28,8
2017-7,2017-03-01,2017-03-10,10
2017-8,2017-03-11,2017-03-20,10
2017-9,2017-03-21,2017-03-31,11
2017-10,2017-04-01,2017-04-10,10
2017-11,2017-04-11,2017-04-20,10
2017-12,2017-04-21,2017-04-30,10
2017-13,2017-05-01,2017-05-10,10
2017-14,2017-05-11,2017-05-20,10
2017-15,2017-05-21,2017-05-31,11
2017-16,2017-06-01,2017-06-10,10
2017-17,2017-06-11,2017-06-20,10
2017-18,2017-06-21,2017-06-30,10
2017-19,2017-07-01,2017-07-10,10
2017-20,2017-07-11,2017-07-20,10
2017-21,2017-07-21,2017-07-31,11
2017-22,2017-08-01,2017-08-10,10
2017-23,2017-08-11,2017-08-20,10
2017-24,2017-08-21,2017-08-31,11
2017-25,2017-09-01,2017-09-10,10
2017-26,2017-09-11,2017-09-20,10
2017-27,2017-09-21,2017-09-30,10
2017-28,2017-10-01,2017-10-10,10
2017-29,2017-10-11,2017-10-20,10
2017-30,2017-10-21,2017-10-31,11
2017-31,2017-11-01,2017-11-10,10
2017-32,2017-11-11,2017-11-20,10
2017-33,2017-11-21,2017-11-30,10
2017-34,2017-12-01,2017-12-10,10
2017-35,2017-12-11,2017-12-20,10
